StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,consent,att_1,att_2,prolific_id,value_1_1,value_2_1,mourn_1_1,mourn_2_1,identity_stability_1_1,identity_stability_2_1,app_improvement_1,comp_1,age,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,edu,edu_8_TEXT,ai_companion_app,gender_rep,relationship_rep,months_rep,hours_rep,subscription_rep,PROLIFIC_PID,change_type,change_prompt
2024-10-07 13:23:56,2024-10-07 13:26:55,0,100,179,1,2024-10-07 13:26:55,R_3SqzH5GRXWDEA4g,anonymous,EN,1,1,2,2,Anonymized,18,37,3,6,66,30,70,2,22,2,NA,1,NA,3,NA,Character ai,1,4,3,1,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 13:23:46,2024-10-07 13:27:03,0,100,197,1,2024-10-07 13:27:04,R_5YMKLyfRkiedK4F,anonymous,EN,1,1,2,2,Anonymized,90,0,0,0,30,35,100,3,57,2,NA,3,NA,7,NA,Pi,3,1,12,0.1,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 13:21:41,2024-10-07 13:27:19,0,100,337,1,2024-10-07 13:27:19,R_1EgAmDgG1NTTwWG,anonymous,EN,1,1,2,2,Anonymized,49,61,4,9,68,81,68,2,30,2,NA,2,NA,7,NA,wysa,2,1,3,2,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 13:24:07,2024-10-07 13:27:40,0,100,213,1,2024-10-07 13:27:41,R_1gNOh5s68dqfm74,anonymous,EN,1,1,2,2,Anonymized,20,80,100,90,100,32,86,2,23,2,NA,1,NA,4,NA,Janitor ai,1,2,6,3,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 13:25:30,2024-10-07 13:28:01,0,100,150,1,2024-10-07 13:28:03,R_5f5sref1wB3sEA9,anonymous,EN,1,1,2,2,Anonymized,0,50,0,0,0,0,100,1,34,1,NA,3,NA,5,NA,Replika,2,4,1,1,1,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 13:11:46,2024-10-07 13:28:03,0,100,976,1,2024-10-07 13:28:03,R_7O22XyduSKsD9Wm,anonymous,EN,1,1,2,2,Anonymized,0,50,60,0,70,50,81,2,22,2,NA,3,NA,3,NA,replika,3,1,3,0.5,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 13:21:19,2024-10-07 13:28:10,0,100,410,1,2024-10-07 13:28:10,R_5QMoyDteL6HJWPS,anonymous,EN,1,1,2,2,Anonymized,0,0,0,0,18,7,64,1,60,2,NA,"3,6",,4,NA,Pi,3,1,13,1,1,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 13:27:16,2024-10-07 13:28:33,0,100,76,1,2024-10-07 13:28:33,R_768XrkdSEUB1jxl,anonymous,EN,1,1,2,1,Anonymized,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anonymized,NA,NA
2024-10-07 13:16:26,2024-10-07 13:29:05,0,100,758,1,2024-10-07 13:29:05,R_3v8JPjpgU6exMZy,anonymous,EN,1,1,2,2,Anonymized,0,0,0,0,0,0,100,1,20,1,NA,4,NA,3,NA,character ai,2,2,6,3,1,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 13:25:22,2024-10-07 13:29:54,0,100,271,1,2024-10-07 13:29:54,R_5fuNNKcdSwsTfiV,anonymous,EN,1,1,2,2,Anonymized,50,63,59,62,59,64,50,1,19,1,NA,1,NA,3,NA,AVA,2,1,10,3,2,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 13:28:31,2024-10-07 13:30:52,0,100,141,1,2024-10-07 13:30:52,R_5H5CjkyIcjV6eoj,anonymous,EN,0.800000011920929,1,2,2,Anonymized,11,22,99,8,16,6,27,3,29,2,NA,1,NA,1,NA,Meta,3,4,12,12,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 13:27:02,2024-10-07 13:31:14,0,100,252,1,2024-10-07 13:31:15,R_7IFoQ2RuBMbIEPK,anonymous,EN,1,1,2,2,Anonymized,50,55,41,60,60,43,72,2,52,2,NA,3,NA,4,NA,replika,1,3,4,1,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 13:13:10,2024-10-07 13:31:16,0,100,1086,1,2024-10-07 13:31:17,R_7K0FfI8KheKfEZM,anonymous,EN,1,1,2,2,Anonymized,50,54,58,50,70,66,61,2,26,1,NA,4,NA,3,NA,talkie,2,4,4,2,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 13:26:39,2024-10-07 13:31:25,0,100,286,1,2024-10-07 13:31:26,R_7PgT6NSZDDGPdjm,anonymous,EN,1,1,2,2,Anonymized,84,83,23,0,21,20,91,3,29,2,NA,1,NA,4,NA,Character AI,2,3,9,1,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 13:28:00,2024-10-07 13:31:52,0,100,232,1,2024-10-07 13:31:53,R_3ZmpYPccDsaVkWt,anonymous,EN,1,1,2,2,Anonymized,43,39,21,35,38,40,67,1,52,1,NA,2,NA,3,NA,Replika,2,4,18,3,3,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 13:28:09,2024-10-07 13:32:39,0,100,270,1,2024-10-07 13:32:39,R_5YFnJ0LtKfTdlhd,anonymous,EN,1,1,2,2,Anonymized,72,40,70,60,83,50,50,2,40,2,NA,3,NA,3,NA,Replika,3,1,6,1,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 13:19:52,2024-10-07 13:32:43,0,100,770,1,2024-10-07 13:32:44,R_1DOjREoxLz5lqYp,anonymous,EN,0.6000000238418579,1,2,2,Anonymized,65,63,68,68,66,68,76,1,22,2,NA,3,NA,4,NA,Replika,2,2,1,1,2,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 13:28:26,2024-10-07 13:33:21,0,100,294,1,2024-10-07 13:33:21,R_7m9s2CGa4ES1ZTh,anonymous,EN,0.8999999761581421,1,2,2,Anonymized,24,33,24,22,89,40,81,3,58,2,NA,3,NA,2,NA,Chat gpt,2,4,6,4,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 13:28:41,2024-10-07 13:33:43,0,100,301,1,2024-10-07 13:33:43,R_624u8HYDKioAWHA,anonymous,EN,1,1,2,2,Anonymized,0,0,0,0,0,0,0,1,63,2,NA,3,NA,4,NA,Character ai,1,1,7,1,1,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 13:25:50,2024-10-07 13:33:51,0,100,480,1,2024-10-07 13:33:51,R_5EgIsxlOa1NwweG,anonymous,EN,1,1,2,2,Anonymized,30,35,44,36,61,32,88,3,65,1,NA,1,NA,5,NA,Woebot,1,1,5,3,2,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 13:25:37,2024-10-07 13:34:00,0,100,503,1,2024-10-07 13:34:01,R_6SHSneAIQAR2a2q,anonymous,EN,1,1,2,2,Anonymized,4,0,0,0,9,0,72,2,25,2,NA,3,NA,3,NA,chatGPT,1,1,5,1,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 13:22:07,2024-10-07 13:34:37,0,100,750,1,2024-10-07 13:34:38,R_7QY6ETLbJ4eloF2,anonymous,EN,1,1,2,2,Anonymized,9,30,2,0,0,0,20,1,32,2,NA,3,NA,5,NA,Replika,2,3,24,3,2,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 13:29:54,2024-10-07 13:34:44,0,100,289,1,2024-10-07 13:34:44,R_5s0i8jragqC3n8O,anonymous,EN,1,1,2,2,Anonymized,37,26,59,44,17,14,71,3,24,1,NA,4,NA,3,NA,Replika,2,3,2,1,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 13:32:12,2024-10-07 13:35:17,0,100,185,1,2024-10-07 13:35:17,R_5k1bcSWXUmKnPX4,anonymous,EN,1,1,2,2,Anonymized,34,37,37,51,93,49,73,2,68,1,NA,3,NA,7,NA,Dolores,2,1,3,1,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 13:33:29,2024-10-07 13:35:26,0,100,116,1,2024-10-07 13:35:27,R_7TFQCqG0y5v0z9t,anonymous,EN,1,1,2,2,Anonymized,87,37,32,24,76,79,43,2,34,1,NA,3,NA,7,NA,Chub ai,2,2,4,1,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 13:29:48,2024-10-07 13:35:47,0,100,359,1,2024-10-07 13:35:47,R_1Ubl1qBENFkhMSc,anonymous,EN,1,1,2,2,Anonymized,63,72,80,67,70,84,67,3,26,1,NA,3,NA,4,NA,siri,3,4,8,4,2,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 13:33:47,2024-10-07 13:36:14,0,100,147,1,2024-10-07 13:36:15,R_5ZNxXIBQTMxOOmW,anonymous,EN,1,1,2,2,Anonymized,65,64,61,69,77,67,76,1,33,1,NA,1,NA,5,NA,Pi,1,1,12,2,1,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 13:33:53,2024-10-07 13:36:27,0,100,153,1,2024-10-07 13:36:27,R_5TNzgiplTv7Fn19,anonymous,EN,1,1,2,2,Anonymized,50,50,40,50,40,40,50,1,24,1,NA,2,NA,4,NA,character ai,2,4,2,1,1,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 13:18:27,2024-10-07 13:36:36,0,100,1089,1,2024-10-07 13:36:36,R_3NxCcCDxwcYMM2P,anonymous,EN,1,1,2,2,Anonymized,60,51,50,50,40,30,50,1,42,2,NA,3,NA,5,NA,Woebot,3,1,6,2,2,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 13:35:14,2024-10-07 13:36:58,0,100,103,1,2024-10-07 13:36:58,R_7QVOmYfGYY0D1WV,anonymous,EN,1,1,2,1,Anonymized,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anonymized,NA,NA
2024-10-07 13:33:44,2024-10-07 13:37:11,0,100,206,1,2024-10-07 13:37:11,R_5nw9FOeBp3l6gZ0,anonymous,EN,1,1,2,2,Anonymized,100,97,100,82,81,95,100,2,26,1,NA,3,NA,1,NA,Replika,2,4,3,2,3,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 13:34:31,2024-10-07 13:37:24,0,100,172,1,2024-10-07 13:37:24,R_6c5A1ZaUhvLMz2h,anonymous,EN,1,1,2,2,Anonymized,86,100,0,0,100,100,100,3,21,1,NA,4,NA,1,NA,i have used chatgpt,3,1,1,1,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 13:33:27,2024-10-07 13:37:28,0,100,240,1,2024-10-07 13:37:28,R_3fdtc9BkY8vB3vf,anonymous,EN,1,1,2,2,Anonymized,0,9,55,0,76,45,100,3,21,4,,"3,5,6",,1,NA,SpicyChat AI,1,2,6,2,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 13:20:41,2024-10-07 13:39:34,0,100,1132,1,2024-10-07 13:39:34,R_1zd5wKVdcotcX2V,anonymous,EN,1,1,2,2,Anonymized,30,28,30,50,71,71,77,3,26,2,NA,3,NA,4,NA,AI chat,1,1,1,2,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 13:35:58,2024-10-07 13:39:44,0,100,225,1,2024-10-07 13:39:45,R_3KVnAqheYouCUjP,anonymous,EN,0.30000001192092896,1,2,2,Anonymized,71,70,78,60,61,66,58,2,19,2,NA,3,NA,1,NA,meta AI,3,1,1,0,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 13:19:47,2024-10-07 13:40:18,0,100,1231,1,2024-10-07 13:40:19,R_1pYT1uhCcUdsJwO,anonymous,EN,1,1,2,2,Anonymized,88,73,72,79,79,78,89,2,32,1,NA,1,NA,5,NA,Kuki,2,2,9,8,3,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 13:26:48,2024-10-07 13:40:53,0,100,845,1,2024-10-07 13:40:54,R_7r0PX6GiOGPBXaV,anonymous,EN,0.699999988079071,1,2,2,Anonymized,24,76,26,23,23,26,80,1,54,2,NA,1,NA,6,NA,Replika,1,1,8,4,2,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 13:21:23,2024-10-07 13:41:12,0,100,1188,1,2024-10-07 13:41:13,R_5BsNlkrsnbhGRYq,anonymous,EN,0.5,1,2,2,Anonymized,5,35,6,10,69,9,90,2,30,2,NA,1,NA,5,NA,Wysa,2,1,7,1,3,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 13:35:34,2024-10-07 13:41:14,0,100,339,1,2024-10-07 13:41:15,R_7Qyc4c5W8L5wJaE,anonymous,EN,1,1,2,2,Anonymized,45,10,10,10,35,10,75,2,31,1,NA,3,NA,1,NA,Nomi,2,2,9,3,2,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 13:36:09,2024-10-07 13:41:35,0,100,325,1,2024-10-07 13:41:35,R_5FxMF2ZhFs1TP3l,anonymous,EN,0.8999999761581421,1,2,2,Anonymized,65,70,55,60,90,70,85,2,28,2,NA,3,NA,5,NA,Kuki,2,3,2,3,2,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 13:36:21,2024-10-07 13:41:40,0,100,318,1,2024-10-07 13:41:40,R_1aT0Ji9AZC3HqIF,anonymous,EN,1,1,2,2,Anonymized,34,29,0,0,40,30,85,3,20,2,NA,3,NA,1,NA,Character ai,1,1,4,1,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 13:30:03,2024-10-07 13:42:38,0,100,754,1,2024-10-07 13:42:38,R_5XL04t8rfzikagF,anonymous,EN,1,1,2,2,Anonymized,33,37,71,72,19,37,70,1,32,2,NA,1,NA,4,NA,ChatGPT,1,2,4,2,2,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 13:36:42,2024-10-07 13:43:23,0,100,400,1,2024-10-07 13:43:23,R_6l5JbAM7z2Ws4H2,anonymous,EN,1,1,2,2,Anonymized,0,0,10,0,0,0,78,1,47,2,NA,3,NA,3,NA,Character DOT ai,1,4,4,1,1,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
